,date_time,city_area,state,country,ufo_shape,encounter_length,described_encounter_length,description,date_documented,latitude,longitude
51355,2012-06-23 21:58:00,cincinnati,oh,USA,light,180.0,2-3 minutes,Two amber / orange orbs flying in night sky near Cincinnati on 6-23-12.,7/4/2012,39.1619444,-84.4569444
5676,1998-10-31 19:00:00,interstate 80 (westbound&#44 location unknown),oh,Other,light,2700.0,45 minutes,A strange light behind the clouds followed our car for at least 45 minutes&#44appearing and disappearing several times&#44for alomost the ent,11/19/1998,41.334209,-82.674611
54931,2002-07-11 21:15:00,baltimore,md,USA,flash,1335.0,22:15,Light Invasion In The Sky,7/26/2002,39.2902778,-76.6125
50895,2012-06-02 01:00:00,rockvale,tn,USA,disk,60.0,60 seconds,I looked up at the the sky above me and saw a silver disc shaped object hover above me and then take off,6/14/2012,35.7572222,-86.5313889
51600,2012-06-24 23:00:00,union,wa,USA,unknown,240.0,4 minutes,6 red lighted objects seen flying over Hood Canal near Alderbrook Resort in Union WA.,7/4/2012,47.3552778,-123.0997222
23768,2001-12-09 00:00:00,springfield,mo,USA,triangle,30.0,30 seconds,Two triangluar/chevron-shaped objects flew from zenith to horizon in less than 30 sec.,1/11/2002,37.2152778,-93.2980556
32614,2012-03-20 23:30:00,santa clara,ca,USA,light,900.0,15 minutes,Constant glow fast moving object faster above the jet liners. slower than meteor and much faster than jets. some times moving in acute,5/13/2012,37.3541667,-121.9541667
26606,1995-02-15 07:30:00,vaiden,ms,USA,cigar,300.0,5 minutes,Saw cigar shaped object in Carroll county mississippi,10/30/2006,33.3319444,-89.7411111
28476,2014-02-24 21:15:00,philadelphia,pa,USA,fireball,30.0,30 seconds,Fireball in Philadelphia.,2/27/2014,39.9522222,-75.1641667
49888,2002-06-18 21:45:00,yarmouth,me,USA,sphere,180.0,2-3 mins,Sphere object with flashing lights falling at a slow pace&#44 apparently on fire&#44 no indication of crashing impact&#44 lost sight of object.,7/1/2002,43.8005556,-70.1872222
63631,2012-07-07 21:15:00,penn yan,ny,USA,light,120.0,2 minutes,We saw four floating&#44 glowing lights in the early evening sky for about two minutes&#44 beneath the clouds&#44 making no sound&#44 and they disa,8/5/2012,42.6608333,-77.0541667
36007,1975-04-01 20:15:00,mildura&#44 victoria (australia),,Other,disk,1200.0,20 minutes,A Black Disc with lights going around,7/14/2013,-34.206301,142.135832
11856,2012-11-21 21:15:00,north palm beach,fl,USA,fireball,600.0,10 minutes,My wife called me to the back yard to look at orange-red ball shaped bright lights moving south bound.,12/20/2012,26.8172222,-80.0822222
42330,1974-05-15 01:30:00,esopus,ny,USA,other,5.0,5 seconds,Aqua-Blue orb moving north&#44northeast in the Hudson Valley Mid May 1974 at high rate of speed,4/16/2005,41.8277778,-73.9655556
31354,2007-03-14 10:40:00,los angeles,ca,USA,disk,30.0,30 seconds,7/14/07 Craft sighting 10:40 on Sepulveda Blvd near Veterans Cemetary&#44Los Angeles&#44 partially cloaked and hovering.,4/27/2007,34.0522222,-118.2427778
74010,2012-09-12 19:00:00,st. louis park,mn,USA,circle,180.0,3 minutes,2 round light orbs flying together low in sky  that separated,10/30/2012,44.9483333,-93.3477778
14434,2006-01-14 19:19:00,swansea (uk/wales),,Britain,sphere,420.0,7 minutes,3 lights flashing simultaneously. 2nd one chased the 1st. 3rd one began spinning&#44 emanating pinkish light. All three did this.,2/14/2006,51.633333,-3.966667
42425,1997-05-15 00:00:00,san diego,ca,USA,disk,2700.0,hours,huge disk,5/2/2011,32.7152778,-117.1563889
76228,2011-09-20 20:45:00,talent,or,USA,triangle,35.0,35 sec,it looked like something of a V shape entered the atmosphere glowing.,10/10/2011,42.2458333,-122.7875
49651,2013-06-16 21:50:00,grahamsville,ny,USA,light,30.0,30 seconds,Faster than satellite&#44 constant speed&#44 constant direction changing bright to dim randomly for 5 to 10 sec at a time.,7/3/2013,41.8477778,-74.5483333
71241,2012-08-03 21:45:00,roswell,ga,USA,fireball,30.0,20-30 seconds,Looked like an airplane on fire.,8/5/2012,34.0230556,-84.3616667
41366,2004-05-11 02:30:00,pico rivera,ca,USA,light,180.0,3 minutes,in mid-May 2004 at around 2:30am (PDT)&#44 i went outside to grab my book bag out of my car. when all of a sudden i saw two dark yellow/br,6/18/2004,33.9830556,-118.0958333
36904,1998-04-15 22:00:00,arlington,vt,USA,light,1800.0,30 minutes,Were those points of light really satellites?,10/12/2001,43.0747222,-73.1544444
42743,2004-05-16 22:04:00,wheaton,il,USA,fireball,5.0,5 seconds,A large&#44 comet-like oval green fireball with a short dark yellow tail passed overhead sotheast to northwest for about 5 seconds.,6/4/2004,41.8661111,-88.1069444
4260,2004-10-24 18:25:00,wald (switzerland),,Other,other,600.0,10min.,The large&#44 longitudinal object with upward tilted wings moved  at an upward tilted angle,10/27/2004,47.379988,10.218726
18349,2005-12-15 16:15:00,bolton,ma,USA,light,15.0,15 seconds,2 Bright Lights in the Southwestern Sky before Dusk,12/16/2005,42.4333333,-71.6083333
28132,2014-02-22 18:55:00,virginia beach,va,USA,circle,2.0,2 seconds,One bright traveling light splits into two in Virginia Beach sky.,2/27/2014,36.8527778,-75.9783333
76023,1986-09-20 23:50:00,tucson,az,USA,unknown,20.0,10-20 sec,Paired blue halos ascend rapidly and silently.,11/20/2001,32.2216667,-110.9258333
27482,2001-02-20 01:15:00,farmington,nm,USA,fireball,60.0,1 minute,lg green fireball&#33,2/24/2001,36.7280556,-108.2180556
9251,2012-11-14 20:30:00,hayden,id,USA,circle,600.0,10 minutes,Red orange circle flares for about 10 minutes.,11/19/2012,47.7661111,-116.7855556
9215,2010-11-14 21:00:00,washingtonville,ny,USA,unknown,120.0,2 minutes,The lights&#44 that type of illumination on a plane or jet I have never seen before&#44 and ONLY 2 of them&#44 no others.,11/21/2010,41.4277778,-74.1663889
3433,2002-10-21 09:15:00,aurora,co,USA,flash,5.0,5sec.,As i was walking facing west&#44 i began to notice a star like flash. It happened very suddenly&#44then i was walking to my door to the house,10/28/2002,39.7294444,-104.8313889
21789,2013-12-31 21:30:00,tigard (near),or,USA,fireball,3600.0,~1 hour,Large orange fireball witnessed on New Year&#39s Eve near Tigard&#44 OR,1/10/2014,45.4313889,-122.7702778
74427,2010-09-14 23:30:00,concord,ca,USA,cylinder,2100.0,35 min,Large craft hovered wothout making any noise&#44left same way.,11/21/2010,37.9780556,-122.03
28122,2014-02-22 00:23:00,hopewell junction,ny,USA,circle,60.0,1 minute,Driving on the Taconic Parkway north toward Poughkeepsie a flying circle craft with 5 white lights on the bottom of it.,4/11/2014,41.5838889,-73.8091667
41862,2001-05-12 22:00:00,franklin,tn,USA,formation,120.0,2 minutes,Triangular formation viewed in franklin&#44 tn. Arc shaped flight path&#44 than dissapeared.,8/5/2001,35.925,-86.8688889
2865,2013-10-18 20:15:00,washington,pa,USA,triangle,300.0,5 minutes,My Parents arrived home from at trip to the grocery store&#44 and my mother noticed and bright light moving through the sky. As I exited m,10/23/2013,40.1738889,-80.2463889
64613,2008-08-11 23:00:00,orlando,fl,USA,changing,30.0,30 seconds,pulsating blue- white electrical light object turning on and off,10/31/2008,28.5380556,-81.3794444
78064,2010-09-27 20:38:00,simpsonville,ky,USA,unknown,2700.0,45 mins,9/27/10  SIMPSONVILLE&#44KY  VARIOUS COLORED LIGHTS  45 MINS  HOOVERING IN SKY  9/28/10,11/21/2010,38.2225,-85.3552778
46198,2004-05-08 09:30:00,wekiva,fl,USA,light,1800.0,30 min,three lights in the sky motionless for an hour,6/4/2004,28.7925,-81.4241667
33376,2012-03-24 22:00:00,fresh meadows,ny,USA,light,300.0,5 minutes,Late night out with friends and we saw lights in the sky moving haphazardly.,5/13/2012,40.7347222,-73.7938889
6323,2006-10-04 22:36:00,plymouth,mn,USA,flash,3.0,3 seconds,Very bright&#44 streaking object blueish green in color traveling west over the western suburbs of Minneapolis.,10/30/2006,45.0105556,-93.4552778
2330,2002-10-16 21:00:00,portland,or,USA,light,15.0,15 seconds,Observed what appeared to be a dim satellite make a U-turn&#44 then accelerate to an unbelievable speed.,10/28/2002,45.5236111,-122.675
40485,2000-04-06 15:28:00,seagoville (city of&#44 and dallas city),tx,USA,circle,4.0,4 seconds,Driving on Highway 175 West towards I-635 north beltway of Dallas; less than one-half of a mile to I-635 north exit I saw a flying obje,4/15/2000,32.6394444,-96.5380556
35566,2012-03-09 21:00:00,greeneville,tn,USA,unknown,120.0,two minutes,Fast moving double lined craft with moving lights..left a rotating movement within a trail,3/13/2012,36.1630556,-82.8311111
59905,2003-07-26 23:00:00,davenport,ia,USA,light,15.0,10-15 seconds,beautiful lights?,8/1/2003,41.5236111,-90.5775
47556,1994-06-01 02:00:00,atlanta,tx,USA,other,14400.0,4 hours,We saw a giant ball of light and lighting and some people like things moving around.,12/2/2000,33.1136111,-94.1641667
7830,2012-11-10 22:00:00,vestal,ny,USA,triangle,2.0,a few seconds,Triangle-like lights seen flashing/blinking&#44 moving circular then south west&#44 then disappearing. Seen from highway 17C near Vestal&#44 NY.,11/19/2012,42.085,-76.0541667
37217,2007-04-16 22:30:00,dryden (canada),on,Canada,unknown,900.0,10-15 min,A red flashing object which was moving in a fast&#44erratic way and made a sharp turn from east to south direction,4/27/2007,49.783333,-92.833333
51248,2005-06-23 02:00:00,hartland,vt,USA,sphere,3600.0,1 hour,((NUFORC Note:  Probable twinkling star.  PD))  Red white sphere.,7/5/2005,43.5405556,-72.3994444
18462,1985-12-16 18:00:00,buckner,mo,USA,triangle,720.0,12 minutes,I saw a space object in December of 1985 near Buckner&#44 Missouri.,6/12/2007,39.1325,-94.1983333
36653,2007-04-14 15:20:00,tucson,az,USA,sphere,420.0,7 minutes,Spinning Chrome/Red disk,4/27/2007,32.2216667,-110.9258333
47272,1979-06-01 22:00:00,napier (new zealand),,Other,other,300.0,5mins,The speed of this craft was faster than any aircraft that I have witnessed it vanished in a instant&#33.....,8/16/2002,-39.492844,176.912018
27538,2007-02-20 17:25:00,dale city/arlington,va,Other,circle,2.0,seconds,UFO by Pentagon @ sunset&#44 Four in Parents backyard.,4/27/2007,38.895312,-77.194807
11663,2010-11-20 17:00:00,averill park,ny,USA,disk,10.0,10 seconds,Low to the ground...  all black around the UFO in a saucer shape going slow then it sped up and it was gone. Had about 8 lights around,11/21/2010,42.6338889,-73.5541667
21854,1999-01-23 07:00:00,ocala,fl,USA,triangle,120.0,1-2 minutes,bright lights in front of the dark body of the object with perhaps windows over the lights,5/24/2005,29.1869444,-82.1402778
29638,2009-02-06 19:30:00,stephenville,tx,USA,unknown,120.0,2 minutes,3 amber light horizantal shap then turned to 6 lights all amber in color,3/19/2009,32.2205556,-98.2019444
5520,2006-10-30 19:10:00,monticello,ny,USA,cross,1500.0,25 minutes,multiple lights seen in sullivan county,12/7/2006,41.6555556,-74.6897222
31464,1972-03-15 19:00:00,panama city,fl,USA,sphere,300.0,5 minutes,Sphere        Lights up&#44 goes out intermittently&#44 silent&#44 fast&#44 came close&#44 5 minutes watching,10/30/2006,30.1586111,-85.6602778
53659,2006-06-05 02:30:00,ormond beach,fl,USA,fireball,15.0,10-15 seconds,streak of flame heading east very bright,7/16/2006,29.2855556,-81.0561111
80120,1997-09-09 21:30:00,roseburg,or,USA,light,7200.0,2 hours,Light bouncing around a valley. Light changes intensity&#44 brightness&#44 and color.  Disappears&#44 reappears different location.,1/28/1999,43.2166667,-123.3405556
69587,2009-08-25 21:00:00,kilauea,hi,USA,other,12.0,10 to 12 seconds,The object appeared to be eight lights in a bar to the northeast.  It was approximately 15 or 20 degrees above the horizon.,8/27/2009,22.2119444,-159.4122222
61162,2012-07-31 03:33:00,portland,or,USA,sphere,60.0,1 minute,Early morning orange orb sighting in the Portland Metro area,8/5/2012,45.5236111,-122.675
7603,2012-01-10 22:30:00,ames (north of),ia,USA,flash,3.0,3 seconds,Bright blue/white flash north/northwest of Huxley&#44 IA,1/12/2012,42.0347222,-93.6197222
36772,1950-04-15 08:00:00,arkansas (eastern; on us hwy 70 abt 75 m w/o memphis&#44 tn),ar,Other,disk,180.0,1-3 minutes,Disk shaped unmoving over highway for 1-3 minutes in eastern Arkansas&#44 est. size about 200 feet.,12/16/2005,35.20105,-91.831833
4090,2008-10-23 20:40:00,cisco,tx,USA,formation,60.0,1 minute,Series of amber lights&#44 seemed to be rotating and very large.,10/31/2008,32.3880556,-98.9788889
56666,1978-07-15 21:30:00,march air force base,ca,Other,disk,120.0,a couple of minutes,One evening in the summer of 1978 my boyfriend&#39s mother was giving me a ride to a store about 9:30 at night&#44 as the store closed at ten,4/28/2001,33.898889,-117.276389
22333,2008-01-24 23:00:00,montgomery,tx,USA,disk,180.0,2-3 minutes,A disklike object with two very large&#44 bright yellow lights seen approx 2-3 minutes in Lake Conroe Forest&#44 Montgomery&#44 Texas. 500 L,2/14/2008,30.3880556,-95.6961111
67273,2011-08-17 02:00:00,las vegas,nv,USA,sphere,30.0,30 seconds,Bright round object seen flying south  underneath path of airplaine.,10/10/2011,36.175,-115.1363889
44127,2005-05-24 20:30:00,chandler,az,USA,other,600.0,10 min.,We saw a round&#44 &quot;covered-bowl&quot;-shaped object&#44 large as a house&#44of luminous white light&#44slowly move&#44hover&#44 &amp; float down out of view.,5/28/2005,33.3061111,-111.8405556
53775,1963-06-06 16:00:00,calgary (east of) (canada),ab,Canada,cigar,120.0,several minutes,I noticed a long silvery cigar shaped object,6/4/2004,51.083333,-114.083333
41828,1994-05-12 03:30:00,loughborough&#44 leic (uk/england),,Other,disk,1500.0,25 mins,observed small ufo hovering over a field/farmhouse moving in a random fashion in all directions,8/10/1999,52.772099,-1.206166
61108,2008-07-31 23:00:00,st. catharines (canada),on,Canada,sphere,180.0,3 min,Low flying sphere of light?,8/12/2008,43.166667,-79.233333
18323,2003-12-15 18:00:00,jewett,tx,USA,light,900.0,15 minutes,three bright lights motonless for minutes&#44 then sped away,4/27/2004,31.3613889,-96.1438889
15686,2006-01-17 15:20:00,phoenix,az,USA,other,90.0,1minute 30 sec.,long missile shaped object,2/14/2006,33.4483333,-112.0733333
74995,2012-09-15 20:25:00,nicholson,ga,USA,unknown,15.0,15 seconds,Strange craft sighted.,9/24/2012,34.1138889,-83.4316667
10025,2012-11-16 05:28:00,brainard (6 mi. e of; on hwy. 92),ne,USA,unknown,300.0,3-5 minutes,Orange cresent object with trail moving northwest to southwest..no sound&#44 no decent 2-3 min across sky,11/19/2012,41.1838889,-97.0036111
78811,2012-09-30 00:30:00,london (uk/england),,Britain,circle,300.0,3-5 minutes,An amass of orangey-red dots in formation travelling across the night&#39s sky.,10/30/2012,51.514125,-0.093689
3635,2003-10-02 21:00:00,bayfield,co,USA,triangle,300.0,5 min,Flying triangle in Bayfield&#44 CO,10/31/2003,37.2255556,-107.5975
31875,2007-03-16 08:45:00,calgary (canada),ab,Canada,circle,180.0,3 minutes+-,Fast hard high altitude maneuvers,4/27/2007,51.083333,-114.083333
74146,2005-09-13 16:15:00,rockville,md,USA,changing,300.0,~5 min,strange dark shape changing object with an &quot;aura&quot;,10/11/2005,39.0838889,-77.1530556
62101,2010-07-04 21:00:00,omaha,ne,USA,circle,900.0,10-15 min,Orange lights over Omaha Nebraska.  Not fireworks&#33,7/6/2010,41.2586111,-95.9375
3571,2012-10-21 23:57:00,cranston,ri,USA,,90.0,90 seconds,Large orange ball over Rhode Island.,10/30/2012,41.7797222,-71.4377778
32748,2009-03-21 00:15:00,rotherham (south yorkshire) (uk/england),,Britain,circle,300.0,5 mins,3 round shaped&#44reddish in colour&#44in a straight line&#44as if they were following each other&#44then each one dispersed upwards in turn.sighte,4/14/2009,53.433333,-1.35
45756,2010-05-05 06:00:00,allen,tx,USA,light,720.0,12 min,Very Bright blinking light in sky&#44 brightest light I have ever seen.,5/12/2010,33.1030556,-96.6702778
10387,2001-11-18 04:00:00,fredericksburg,va,USA,diamond,4.0,4 secs,It was around 4:00 or so early sunday morning&#44 I was on the roof of my apartment watching the meteor showers. From where i was sitting,11/20/2001,38.3030556,-77.4608333
39230,2011-04-26 22:05:00,screven,ga,USA,fireball,120.0,2 min,orange and white fireball,5/2/2011,31.4861111,-82.0172222
43681,2003-05-02 06:35:00,sale (australia),,Other,light,6.0,6seconds,I witnessed 2 objects 5 minutes apart moving at a 45 degree incline then do a right angle turn into another 45 degree incline&#44 the inte,7/16/2003,-38.11095,147.068024
76316,2001-09-21 05:36:00,lahti (finland),,Other,other,10.0,about 10 sec.,Something is out there,8/24/2004,60.983693,25.650317
58174,1966-07-20 14:30:00,chosica (peru),,Other,cylinder,60.0,1 minute,watched a cylindrical&#44 clearly metallic&#44 resembling shiny aluminum&#44 somewhat rounded object hovering on nearby hills&#44 moving pendulum-l,1/29/2002,-11.938537,-76.701904
23181,2003-01-27 04:15:00,doylestown,pa,USA,changing,10800.0,3 hours,Watched an object for three hours as it traveled to a spot&#44 corrected itself&#44 and took an east to west orbit.,3/21/2003,40.31,-75.1302778
